text,translation
Load Game: Invalid Divination Set ID Number,读取游戏：无效的占卜集合 ID 编号
Load Game: Invalid Entity ID Number,读取游戏：无效的势力 ID 编号
Load Game: Invalid Flow Guide ID Number,读取游戏：无效的水流导向 ID 编号
Load Game: Invalid Formation ID Number,读取游戏：无效的队形 ID 编号
Load Game: Invalid Hist Event Collection ID Number,读取游戏：无效的历史事件集 ID 编号
Load Game: Invalid Hist Event ID Number,读取游戏：无效的历史事件 ID 编号
Load Game: Invalid Hist Figure ID Number,读取游戏：无效的历史人物 ID 编号
Load Game: Invalid Identity ID Number,读取游戏：无效的身份 ID 编号
Load Game: Invalid Image Set ID Number,读取游戏：无效的图像集 ID 编号
Load Game: Invalid Incident ID Number,读取游戏：无效的事件 ID 编号
Load Game: Invalid Interaction Instance ID Number,读取游戏：无效的互动实例 ID 编号
"Load Game: Invalid Item ID Number,",读取游戏：无效的物品 ID 编号
Loading a unit chunk,正在加载单位数据块
Loading bindings from,正在加载绑定自
Loner     <->      Gregarious,孤僻     <->      合群
Look ahead to the future.,展望未来。
Loop Erase River Overflow,循环清除河流溢出
Loop Erase River Placement Overflow,循环清除河流放置溢出
Loop Erase River Temp River Placement Overflow,循环清除河流临时放置溢出
Looping ambient track (,循环播放环境音轨（
Loosen joint lock of,解开关节锁
Lose hold of surface,失去对表面的抓握
Lua function expected,需要 Lua 函数
Machine link suspended,机械连接已暂停
Magma defaced engraving,岩浆损毁了雕刻
Main: Erase designations,主菜单：清除标记
Main: Item properties,主菜单：物品属性
"Load Game: Invalid Job ID Number,",读取存档：无效的任务 ID 编号，
Load Game: Invalid Machine ID Number,读取存档：无效的机械装置 ID 编号
Load Game: Invalid Musical Form ID Number,读取存档：无效的乐曲形式 ID 编号
"Load Game: Invalid Nemesis ID Number,",读取存档：无效的宿敌 ID 编号，
Load Game: Invalid Occupation ID Number,读取存档：无效的职业 ID 编号
Load Game: Invalid Poetic Form ID Number,读取存档：无效的诗歌形式 ID 编号
Load Game: Invalid Proj ID Number,读取存档：无效的投射物 ID 编号
Load Game: Invalid Rhythm ID Number,读取存档：无效的旋律 ID 编号
Load Game: Invalid Scale ID Number,读取存档：无效的音阶 ID 编号
Load Game: Invalid Schedule ID Number,读取存档：无效的日程 ID 编号
Load Game: Invalid Squad ID Number,读取存档：无效的声部 ID 编号
Load Game: Invalid Unit Chunk ID Number,读取存档：无效的单位块 ID 编号
"Load Game: Invalid Unit ID Number,",读取存档：无效的单位 ID 编号，
Load Game: Invalid Vehicle ID Number,读取存档：无效的载具 ID 编号
Load Game: Invalid Written Content ID Number,读取存档：无效的已书写内容 ID 编号
Main: Open Item/Unit sheet,主界面：打开物品/单位信息表
Main: Select filter box,主界面：选中筛选框
Main: Smooth and engrave,主界面：抛光和雕刻
Main: Toggle fluid numbers,主界面：切换液体数值显示
Main: Toggle ramp indicators,主界面：切换斜坡指示标记
Main: Traffic designations,主界面：通行区域标记
Make a flattering remark,说句奉承话
Make sure your parameters and presets allow as many border mountain squares as you are requiring mountain caves.,请确保你的参数和预设允许的边界山地格数不少于所需的山洞数量。
Make sure your parameters and presets allow as many mid-elevation squares as you are requiring low-lying caves.,请确保你的参数和预设允许的中海拔格数不少于所需的低洼洞穴数量。
Make sure your parameters and presets allow as many mountain squares as you are requiring river start points.,请确保你的参数和预设允许的山地格数不少于所需的河流起点数量。
Make sure your parameters and presets aren't so variable that biomes change frequently.,请确保你的参数和预设变动不要太大，以免生物群落频繁变化。
Make sure your parameters and presets can support high elevation areas.,请确保你的参数和预设能够支持高海拔区域。
Make sure your parameters and presets can support low elevation areas.,请确保你的参数和预设能够支持低海拔区域。
"Make sure your parameters and presets can support mid-elevation, high rainfall, high drainage, non-freezing areas.",请确保你的参数和预设能够支持中海拔、高降雨、高排水、不结冰的区域。
"Make sure your parameters and presets can support mid-elevation, low-to-mid drainage, freezing areas.",请确保你的参数和预设能够支持中海拔、中低排水、结冰的区域。
"Make sure your parameters and presets can support mid-elevation, low-to-mid rainfall, high drainage, non-freezing areas.",确保你的参数和预设能支持中等海拔、中低降雨量、高排水量、无冰冻的地区。
"Make sure your parameters and presets can support mid-elevation, low-to-mid rainfall, low-to-mid drainage, non-freezing areas.",确保你的参数和预设能支持中等海拔、中低降雨量、中低排水量、无冰冻的地区。
"Make sure your parameters and presets can support mid-elevation, mid-to-high rainfall, low drainage, non-freezing areas.",确保你的参数和预设能支持中等海拔、中高降雨量、低排水量、无冰冻的地区。
"Make sure your parameters and presets can support mid-elevation, very high drainage, freezing areas.",确保你的参数和预设能支持中等海拔、极高排水量、有冰冻的地区。
"Make sure your parameters and presets can support mid-elevation, very low rainfall, non-freezing areas.",确保你的参数和预设能支持中等海拔、极低降雨量、无冰冻的地区。
Make sure your parameters and presets have adequate squares of this kind.,确保你的参数和预设拥有足够的此类方格。
"Make sure your parameters and presets offer enough low-to-mid savagery, evil/good appropriate, biome appropriate squares to establish sites.",确保你的参数和预设提供足够的中低荒野度、善恶属性合适、生物群系合适的方格以建立据点。
Make sure your parameters and raw objects have adequate vegetation.,确保你的参数和原始对象拥有足够的植被。
Make the appropriate workshop with [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Crafts[C:7:0:0].,通过 [C:5:0:1]工作坊[C:7:0:0] -> [C:5:0:1]工艺品[C:7:0:0]建造合适的工作坊。
Many facts are still unclear to historians.,许多史实对史学家来说仍是未解之谜。
Master yourself today; discipline will be required.,今日当自律； discipline 亦不可或缺。
Masterwork engraving,杰作雕刻
Masterwork improvement,杰作改良
Meanness   <->   Wastefulness,吝啬 <-> 浪费
"Meet their needs by providing [C:3:0:0]Meeting Areas[C:7:0:0] and [C:1:0:1]Locations[C:7:0:0] for socializing, worship, and study.",通过提供 [C:3:0:0]聚会区[C:7:0:0]和 [C:1:0:1]场所[C:7:0:0]来满足他们的社交、崇拜和学习的需求。
Missing Color Definition,缺少颜色定义
Missing Creature Body Definition:,缺少生物身体定义：
Missing Creature Definition:,缺少生物定义：
Missing Creature Variation:,缺少生物变体：
Missing Entity Definition,缺少文明实体定义
Missing Frequency for Stone Environment Spec:,石头环境规格缺少出现频率：
Missing Frequency for Stone Environment:,石头环境缺少出现频率：
Missing Inorganic Gloss:,缺少无机物光泽：
Missing Interaction Definition:,缺少交互定义：
Missing Item Definition:,缺少物品定义：
Missing Material Template:,缺少材质模板：
Missing Plant Gloss:,缺少植物光泽：
Missing Shape Definition,缺少形状定义
Missing Stone Environment Inclusion Type Token:,石头环境缺少包含类型标记：
Missing Stone Environment Spec Inclusion Type Token:,石头环境规格缺少包含类型标记：
Mountain region count fails by,山地地区数量未达标，缺少
Mountain-Slope Overflow,山坡溢流
Mountainhome achieved,达成山地家园
Move down to the east.,向东下移。
Move down to the north.,向北下移。
Move down to the south.,向南下移。
Move down to the west.,向西下移。
Move the cursor to view and press,移动光标查看后按
Move view/cursor down,向下移动视图/光标
Move view/cursor down (z),向下移动视图/光标 (z)
"Move view/cursor down (z), aux",向下移动视图/光标 (z)，辅助
"Move view/cursor down (z), fast",向下移动视图/光标 (z)，快速
Move view/cursor down and left,向左下方移动视图/光标
"Move view/cursor down and left, fast",向左下方移动视图/光标，快速
Move view/cursor down and right,向右下方移动视图/光标
Memory allocation error:,内存分配错误：
Merchants leaving now,商人正在离开
Merchants leaving soon,商人即将离开
Merchants need depot,商人需要交易站
Merciful - Impartial -  Cruel,仁慈 - 公正 - 残酷
"Merit deserves a reward, and I come empowered to establish this colony as an official land of our realm.[B]",立功当赏，我奉命将此地正式划归为我国领土，建立这处殖民地。[B]
Metal furniture shop,金属家具店
Midmap creation failure on graphical map export:,导出图形地图时中间地图创建失败：
Midmap effective coordinate check out of bounds:,中间地图有效坐标检查越界：
Might I interest you in,要不要来点
Military Organization,军事组织
Milliseconds until next ambiance occurs naturally:,下次自然触发环境音的毫秒数：
Mining tasks are designated on the play area.  Begin by clicking the highlighted [C:5:0:1]Mining[C:7:0:0] button.,挖掘任务需在游戏区域内指定。首先点击高亮的[C:5:0:1]挖掘[C:7:0:0]按钮。
Missing Body Detail Plan:,缺失身体细节计划：
Missing Building Definition:,缺失建筑定义：
Missing Stone Environment Spec Token:,缺少石头环境规格标记：
Missing Stone Environment Token:,缺少石头环境标记：
Missing Symbol Definition,缺少符号定义
