text,translation
"Toggle the visibility of the item.  Hidden items cannot be seen but citizens will still use them.  If a permanent building item is invisible, the building will be too!","切换项目的可见性.  隐藏的物品是看不见的,但市民仍会使用它们.  如果永久性建筑项目是不可见的,那么建筑也会是!"
"The soldiers can either keep their equipment on at all times, or only when an order is active.","将士们可以一直随身携带着他们的装备,或者只在被征召时才带上他们的装备"
"The soldiers can be allowed to sleep in their rooms whenever they way, or in the barracks either when they want or only when they must.","士兵们可以随时睡在自己的房间里,也可以在他们想要或必须的时候睡在军营里. "
Cancel this scheduled order.,取消此预定指令. 
Cancel this position's scheduled orders.,取消这个职位的预定命令. 
Change the squad's symbol.,更改小队标志. 
View the leader's sheet.,查看领袖列表. 
The squad leader is traveling or otherwise occupied off-site.,班长在旅行或以其他方式在场外活动. 
View the positions in this squad.,查看该小队位置. 
Customize the squad's name.,自定义小队名称. 
Assign a station order.  The soldiers will stand near the point selected and engage any hostile creatures that come near.,"指派一个站位命令.  士兵们将站在选定的点附近,与任何靠近的敌对生物交战. "
Assign a kill order.  The soldiers will attempt to kill a targeted creature.,为小队分配杀戮命令. 士兵将尝试杀死目标生物. 
Assign a patrol order.  The soldiers will walk a specified route repeatedly.,为小队分配巡逻命令. 士兵会在指定路线上反复巡逻. 
Assign a burrow defense order.  The soldiers will patrol the burrow and attack any hostile creatures.,为小队分配保卫洞穴指令. 士兵将巡逻指定的洞穴并攻击任何敌对生物. 
Assign a training order.  The squad must be assigned to a barracks zone with the training option set.,为小队分配训练指令. 该小队必须被分配至一个训练功能开启的营房. 
Cancel an order.  Does not affect scheduled orders.,取消一个指令.  不影响预定的指令. 
Disband the squad.,解散小队. 
Inspect the route.,检查路线. 
Recenter on the announcement's location.,重新定位在公告的位置. 
Recenter on the creature (at the time of the announcement.),重新定位在生物上(在通知的时候. )
Recenter on the item (at the time of the announcement.),重新关注这个项目(在通知的时候. )
Toggle whether the squad will sleep here.,切换小队是否会在这里睡觉. 
Toggle whether the squad will train here.,切换小队是否会在这里训练. 
Toggle whether the soldiers will store their individually assigned weapons and armor here.,切换士兵是否会在这里存放他们单独分配的武器和盔甲. 
"Toggle whether the squad will store squad-level equipment here, such as ammunition.","切换小队是否会在这里存放小队级别的装备,例如弹药. "
Choose a stockpile to which the track stop's vehicle will give items.,"选择一个储物堆,轨道站的车辆将会提供物品. "
Choose a stockpile from which the track stop's vehicle will take items.,"选择一个储物堆,轨道站的车辆从那里获取物品. "
Choose a stockpile with which the track stop's vehicle will exchange items.  The vehicle will take desired items and offload any others.,"选择一个储物堆,轨道站的车辆将与该仓库交换物品.  车辆将取走所需物品,并卸下任何其他物品. "
Choose a stockpile to which the workshop will give items.,"选择一个库存,车间将向其提供物品. "
Choose a stockpile from which the workshop will take items.,"选择一个库存,车间将从中提取物品. "
Choose a stockpile to which the selected stockpile will give items.,"选择一个储存库,所选储存库将向其提供物品. "
Choose a stockpile from which the selected stockpile will take items.,"选择一个储物堆,所选的储物堆将从中获取物品. "
The track stop's vehicle will exchange items with this stockpile.  The vehicle will take desired items and offload any others.,"轨道站的车辆将与这个库存交换物品.  车辆将取走所需物品,并卸下任何其他物品. "
The track stop's vehicle will take items from this stockpile.,轨道站的车辆将从这个储存库中提取物品. 
The track stop's vehicle will give items to this stockpile.,轨道站的车辆会将物品交给这个储存库. 
The selected workshop will take items from here.,选定的研讨会将从这里开始进行项目. 
The selected workshop will give items to here.,被选中的车间将向这里提供物品. 
The selected stockpile will take items from here.,选定的库存将从这里提取物品. 
The selected stockpile will give items to here.,选定的库存将向此处提供物品. 
The creature is chained.,这个生物被锁住了
The creature is caged.,生物被笼子关住. 
The creature is set to be chained.,这个生物将被锁住
The creature is set to be caged.,该生物被设置为关在笼子里. 
The creature is assigned to a pasture.,该生物被分配到一个牧场. 
The creature is assigned to a pond.,该生物被分配到一个池塘. 
The creature is assigned to a pit.,该生物被分配到一个坑. 
Edit the recenter hotkey locations.,编辑重新定位的热键位置. 
Recenter on the surface at this location.,在这个位置的表面上重新定位. 
Recenter on the deepest discovered area at this location.,"在这个位置上,将中心放在最深的被发现区域. "
Recenter on this location.,在这个位置上重新定位. 
Set this entry to recenter on the current view.,设置此条目以在当前视图上重新定位. 
Clear this recenter hotkey location.,清除这个重新定位的热键位置. 
Delete this recenter location.,清除这个重新定位的位置. 
Display water and magma depth numerically (1 to 7.),使用数字(1-7)显示水和岩浆的深度. 
Show up and down arrows over ramps at the current elevation.,在当前高度处的斜坡上显示向上和向下箭头. 
Zoom in on the play area.,放大游玩区域. 
Zoom out from the play area.,缩小游玩区域. 
"Open the stocks window, where you can see all of your fortress's items.","打开库存窗口,在这里你可以看到你的堡垒的所有物品. "
View all alerts.,显示所有警告
"Most tasks in the fortress are started and completed at workshops.  Tasks generally require raw materials and most workshops are constructed from boulders, blocks, or wood.","要塞中的大多数任务都是在工场开始和完成的.  任务一般需要原材料,大多数工场都是由巨石, 木块或木材建造的. "
"Furnaces are used for smelting, glassmaking, pottery, ashmaking, or to make fuel from wood or raw coal.  Furnaces require fuel to function, or they can be set above magma.","炉子用于冶炼, 玻璃制造, 制陶, 制灰,或用木材或原煤制造燃料.  炉子需要燃料才能运作,或者可以设置在岩浆之上. "
"These workshops are used in the clothesmaking process, whether dyeing and weaving or using tanned hides.","这些工场在制衣过程中,无论是染色和编织,还是使用鞣制的皮革,都会用到. "
A wide variety of food-and-drink-related workshops can be found in this category.,在这一类别中可以找到各种与食品和饮食有关的车间. 
Use options in this category to place furniture that has already been constructed in a workshop.,使用这个类别的选项来放置已经在车间里建造好的家具. 
Place doors and hatches here after you have constructed them in an appropriate workshop.,"在适当的车间里建造好门和舱门后,将其放在这里. "
